Rank,lemma,Frequency_Score,pos,english_definition,example_vi,example_en
1791,va,4.65,verb,"to collide, bump into",Xe va vào cột điện.,The car collided with the utility pole.
1792,giật,4.64,verb,"to pull suddenly, snatch",Nó giật cái túi của tôi.,He snatched my bag.
1793,gã,4.64,pronoun,"he, that fellow (derogatory)",Gã ấy là ai thế?,Who is that fellow?
1794,hận,4.64,verb,"to hate, bear a grudge",Đừng hận thù ai cả.,Don't hate anyone.
1795,mét,4.64,noun,meter (unit of length),Tấm vải này dài hai mét.,This fabric is two meters long.
1796,mỏ,4.64,noun,"beak, mouth; mine",Mỏ chim chích rất nhỏ.,The sparrow's beak is very small.
1797,ngư,4.64,noun,(Sino-Vietnamese) fish,Ngư thường sống ở biển.,Fish usually live in the sea.
1798,ngập,4.64,verb,"to be submerged, flooded",Đường phố ngập nước hết rồi.,The streets are all flooded.
1799,nhầm,4.64,verb,"to be mistaken, wrong",Tôi nhầm số điện thoại rồi.,I got the phone number wrong.
1800,nụ,4.64,noun,bud (of a flower),Bông hồng này còn là nụ.,This rose is still a bud.
1801,suối,4.64,noun,"stream, brook",Chúng tôi đi tắm suối.,We went swimming in the stream.
1802,tớ,4.64,pronoun,"I, me (informal)",Tớ với cậu đi ăn nhé?,Shall I go eat with you?
1803,điên,4.64,adjective,"crazy, mad, insane",Ông ấy nói chuyện điên rồ.,He talks nonsense (crazy things).
1804,đạp,4.64,verb,"to kick, to pedal",Cậu bé đạp xe đi học.,The boy cycled to school.
1805,chôn,4.63,verb,to bury,Họ chôn kho báu ở đây.,They buried the treasure here.
1806,chăng,4.63,particle,"expresses doubt, uncertainty",Có lẽ tôi nói đúng chăng?,"Perhaps I'm right, aren't I?"
1807,gợi,4.63,verb,"to evoke, suggest, recall",Bài hát gợi nhớ kỷ niệm xưa.,The song evokes old memories.
1808,huệ,4.63,noun,tuberose (flower),Cô ấy thích hoa huệ trắng.,She likes white tuberose flowers.
1809,hãi,4.63,verb,"to be terrified, scared",Nó hãi quá không dám nói.,He was too scared to speak.
1810,hưu,4.63,noun,retirement,Bố tôi sắp về hưu rồi.,My father is about to retire.
1811,kiếp,4.63,noun,"lifetime, existence, reincarnation",Kiếp này tôi muốn bình yên.,"In this life, I want peace."
1812,má,4.63,noun,"cheek; mother (informal, Southern)",Em bé có đôi má phúng phính.,The baby has chubby cheeks.
1813,mũ,4.63,noun,"hat, cap",Mũ này đẹp quá!,This hat is so beautiful!
1814,nai,4.63,noun,deer,Con nai vàng ngơ ngác.,The startled golden deer.
1815,ng,4.63,interjection,"hum, grunt (sound of thought)",Ng... để tôi nghĩ đã.,Hmm... let me think first.
1816,nhạt,4.63,adjective,"bland, tasteless; faint (color)",Món canh này hơi nhạt.,This soup is a bit bland.
1817,nhịp,4.63,noun,"rhythm, beat, pace",Giữ nhịp độ đi bộ nhé.,Keep up the walking pace.
1818,phế,4.63,adjective,"useless,废; to discard",Cái máy này phế rồi.,This machine is broken (useless).
1819,đáy,4.63,noun,"bottom, base",Đừng nhìn xuống đáy giếng.,Don't look down the well's bottom.
1820,đâm,4.63,verb,"to stab, pierce, ram",Xe ô tô đâm vào gốc cây.,The car crashed into the tree.
1841,ghép,4.61,verb,"combine, merge, pair",Ghép hai ảnh này vào.,Combine these two pictures.
1842,group,4.61,noun,"a group, team",Cả group mình đi ăn đi.,Let's all go eat as a group.
1843,gỡ,4.61,verb,"untie, remove, solve",Gỡ cái dây này ra.,Untie this string.
1844,kh,4.61,particle,"abbreviation for 'không', no",Bạn đi kh?,Are you going?
1845,khoẻ,4.61,adjective,"healthy, strong, well",Anh có khoẻ không?,Are you well?
1846,london,4.61,proper noun,London (city in UK),Tớ chưa đi London bao giờ.,I've never been to London.
1847,mark,4.61,noun,"a mark, grade, score",Bài này được mark cao.,This essay got a high mark.
1848,one,4.61,numeral,the number one,Gọi one người ra đây.,Call one person out here.
1849,phấn,4.61,noun,"chalk, powder",Lấy hộ phấn viết bảng.,Please get the chalkboard chalk.
1850,uỷ,4.61,verb,"entrust, delegate, authorize",Bố uỷ quyền cho chị ấy.,Dad delegated authority to her.
1851,óc,4.61,noun,"brain, intellect",Anh ấy có óc sáng tạo.,He has a creative mind.
1852,đắc,4.61,adjective,"valuable, expensive, attain",Món này đắc quá trời.,This dish is super expensive.
1853,am,4.6,noun,"small temple, hermitage",Ngôi am này cổ lắm rồi.,This hermitage is very old.
1854,buông,4.6,verb,"let go, release, drop",Buông tay tớ ra!,Let go of my hand!
1855,béo,4.6,adjective,"fat, oily, rich (food)",Món này ăn hơi béo.,This dish is a bit fatty to eat.
1856,bê,4.6,verb,"carry (heavy object), calf",Bê giúp tớ cái ghế.,Help me carry this chair.
1857,bấy,4.6,particle,indicates degree or duration,Đợi bấy lâu rồi đấy.,I've waited that long.
1858,camera,4.6,noun,a camera,Cái camera này nét phết.,This camera is quite sharp.
1859,cúc,4.6,noun,"button, chrysanthemum",Áo tớ bị đứt cúc.,My shirt's button came off.
1860,dò,4.6,verb,"search, probe, detect",Dò xem có ai không.,Check if anyone's there.
1861,gạo,4.6,noun,uncooked rice grain,Mẹ mua gạo về nấu cơm.,Mom bought rice to cook.
1862,khói,4.6,noun,"smoke, fume",Có khói bay ra từ bếp.,There's smoke coming from the kitchen.
1863,li,4.6,noun,"glass, cup (unit)",Cho tôi một li nước cam.,Give me a glass of orange juice.
1864,ngưỡng,4.6,noun,"threshold, doorstep, limit",Anh ấy đứng ở ngưỡng cửa.,He stood at the doorstep.
1865,ong,4.6,noun,"bee, wasp",Cẩn thận ong đốt đấy!,"Be careful, a bee might sting!"
1866,protein,4.6,noun,protein (nutrient),Ăn nhiều thịt có protein.,Eating a lot of meat has protein.
1867,quyến,4.6,verb,"to be attached, fond",Mẹ con quyến nhau lắm.,Mother and child are very attached.
1868,quát,4.6,verb,"to scold loudly, yell",Mẹ hay quát tôi mỗi khi tôi hư.,Mom often scolds me whenever I'm naughty.
1869,vịnh,4.6,noun,"bay, gulf",Vịnh Hạ Long rất đẹp.,Ha Long Bay is very beautiful.
1870,xi,4.6,verb,"to implore, beg, coax",Con bé cứ xi mẹ mua kẹo.,The little girl kept coaxing her mom to buy candy.
1871,ưa,4.6,verb,"to like, prefer",Tôi không ưa đồ ngọt lắm.,I don't really like sweets much.
1872,bàng,4.59,noun,tropical almond tree,Lá bàng rụng đầy sân.,Almond leaves fell all over the yard.
1873,bền,4.59,adjective,"durable, strong, lasting",Cái áo này rất bền.,This shirt is very durable.
1874,cự,4.59,verb,"to refuse, object",Nó cự không đi chơi.,He refused to go out.
1875,gánh,4.59,verb,to carry on shoulder,Bà gánh hàng ra chợ bán.,She carried goods to the market to sell.
1876,gối,4.59,noun,pillow,Mẹ mua cho tôi cái gối mới.,Mom bought me a new pillow.
1877,khoác,4.59,verb,to wear/put on (loosely),Anh ấy khoác áo vào rồi đi.,He put on his jacket and left.
1878,lùi,4.59,verb,"to move back, retreat",Xe ô tô đang lùi vào sân.,The car is backing into the yard.
1879,lặp,4.59,verb,"to repeat, reiterate",Đừng lặp lại lời đó nữa.,Don't repeat that word again.
1880,mary,4.59,proper noun,Female given name,Mary là bạn thân của tôi.,Mary is my close friend.
1881,ngoan,4.59,adjective,"well-behaved, obedient, good",Con bé này ngoan lắm.,This little girl is very well-behaved.
1882,ngộ,4.59,adjective,"cute, funny, interesting",Cái áo này trông ngộ ghê.,This shirt looks really funny/cute.
1883,nộp,4.59,verb,"submit, hand in, pay",Bạn nhớ nộp bài tập nhé.,Remember to submit your homework.
1884,thắc,4.59,verb,"to question, to doubt",Có gì thắc thì cứ hỏi anh.,"If there's anything you question, just ask me."
1885,thỉnh,4.59,verb,"respectfully invite, ask",Mời thỉnh Phật về nhà.,Invite the Buddha home.
1886,trân,4.59,adjective,"precious, valuable",Tình bạn này rất trân.,This friendship is very precious.
1887,đậm,4.59,adjective,"dark, strong (flavor), rich",Cà phê này pha đậm lắm.,This coffee is brewed very strong.
1888,bớt,4.58,verb,"reduce, lessen, subtract",Bớt nói lại đi.,Talk less.
1889,ghét,4.58,verb,"hate, dislike, detest",Tôi ghét ăn rau.,I hate eating vegetables.
1890,hoại,4.58,verb,"damage, ruin, decay",Đồ ăn để lâu dễ bị hoại.,Food left for long easily spoils.
1891,mexico,4.58,proper noun,Country in North America,Tôi muốn đi du lịch Mexico.,I want to travel to Mexico.
1892,móng,4.58,noun,"nail (finger/toe), claw",Cô ấy sơn móng tay màu đỏ.,She painted her fingernails red.
1893,măng,4.58,noun,bamboo shoot,Món măng luộc ngon quá.,The boiled bamboo shoots are so delicious.
1894,rốt,4.58,noun,"end, finality, conclusion",Đến rốt thì phải chịu thôi.,"When it comes to the end, one just has to accept it."
1895,ti,4.58,noun,"coin, small amount",Không còn một ti nào cả.,There's not a single bit left.
1896,tật,4.58,noun,"bad habit, defect, ailment",Anh ấy có tật nói dối.,He has a habit of lying.
1897,xăng,4.58,noun,"gasoline, petrol",Xe hết xăng rồi.,The car ran out of gas.
1898,bar,4.57,noun,bar (drinking establishment),Tối nay đi bar không?,Wanna go to the bar tonight?
1899,charles,4.57,proper noun,A male given name,Charles là tên bạn tôi.,Charles is my friend's name.
1900,chuông,4.57,noun,"bell, chime",Nghe tiếng chuông chùa.,Hear the sound of the pagoda bell.
1901,cong,4.57,adjective,"bent, curved, crooked",Cái ghế này bị cong rồi.,This chair is bent.
1902,cắm,4.57,verb,"to plug in, to stick in",Cắm sạc điện thoại đi.,Plug in the phone charger.
1903,diệp,4.57,noun,leaf (literary); personal name,Bạn Diệp hôm nay đi học không?,Is Diệp going to school today?
1904,dãy,4.57,noun,"row, range, series",Một dãy nhà mới xây.,A row of newly built houses.
1905,gai,4.57,noun,"thorn, prickle",Cẩn thận gai hoa hồng.,Watch out for rose thorns.
1906,khoá,4.57,verb,to lock,Khoá cửa cẩn thận nhé.,"Lock the door carefully, okay?"
1907,lùng,4.57,verb,"to search for, to hunt",Đang lùng đồ ăn đêm.,Looking for late-night food.
1908,lệch,4.57,adjective,"skewed, off-kilter, crooked",Ảnh này bị lệch rồi.,This photo is crooked.
1909,lộn,4.57,adjective,"upside down, inside out",Áo em bị mặc lộn rồi.,Your shirt is on inside out.
1910,mượn,4.57,verb,"to borrow, to lend",Tôi mượn bút bạn nhé?,Can I borrow your pen?
1911,mảng,4.57,noun,"patch, section, segment",Một mảng tường bị bong.,A patch of wall is peeling.
1912,nề,4.57,verb,"to be reserved, to hesitate","Đừng nề nữa, ăn đi.","Don't be shy, go ahead and eat."
1913,quỳ,4.57,verb,to kneel,Anh ấy quỳ xuống cầu hôn.,He knelt down to propose.
1914,richard,4.57,proper noun,Richard (a given name),Richard là bạn của tôi.,Richard is my friend.
1915,rẻ,4.57,adjective,"cheap, inexpensive",Cái áo này rẻ lắm.,This shirt is very cheap.
1916,sụp,4.57,verb,"to collapse, to fall down",Cầu sụp đổ vì lũ.,The bridge collapsed due to flood.
1917,tre,4.57,noun,bamboo,Nhà tôi có khóm tre.,My house has a bamboo clump.
1918,youtube,4.57,proper noun,YouTube (video platform),Tôi hay xem YouTube.,I often watch YouTube.
1919,đáo,4.57,adjective,"cunning, shrewd, tricky",Con bé này đáo phết!,This girl is quite cunning!
1920,air,4.56,noun,air conditioner (colloquial),Bật air lên đi!,Turn on the air conditioner!
1921,bái,4.56,verb,"to worship, bow down",Mình phải bái tổ tiên theo phong tục.,We must worship ancestors according to custom.
1922,bỏng,4.56,verb,"to burn, scald; hot","Cẩn thận, chảo nóng bỏng tay đấy!","Be careful, the pan is burning hot!"
1923,củng,4.56,verb,"to consolidate, strengthen",Cần củng cố thêm kiến thức này.,Need to consolidate this knowledge more.
1924,model,4.56,noun,"model (fashion, product)",Cô ấy là một model nổi tiếng.,She is a famous model.
1925,ngự,4.56,verb,to reside (royalty); imperial,Vua ngự trên ngai vàng.,The king resided on the throne.
1926,syria,4.56,noun,Syria (country),Syria nằm ở Trung Đông.,Syria is located in the Middle East.
1927,thuẫn,4.56,noun,shield; conflict (in mâu thuẫn),Có mâu thuẫn gì trong chuyện này?,Is there any conflict in this matter?
1928,trật,4.56,verb,to be dislocated; wrong,Tay tớ bị trật khớp rồi.,My arm is dislocated.
1929,vả,4.56,verb,to slap,Mẹ vả vào mông thằng bé.,Mom slapped the boy's bottom.
1930,đc,4.56,abbreviation,okay; received; is able,"Xong rồi, thế này đc chưa?","It's done, is this okay yet?"
1931,đùa,4.56,verb,"to joke, tease",Đừng có đùa kiểu đấy!,Don't joke like that!
1932,ồn,4.56,adjective,"noisy, loud","Ở đây ồn quá, không học được.","It's too noisy here, can't study."
1933,bùng,4.55,verb,"to flare up, burst",Ngọn lửa bùng lên nhanh chóng.,The fire flared up quickly.
1934,bọ,4.55,noun,"insect, bug",Có một con bọ đậu trên tường.,There's an insect on the wall.
1935,chìa,4.55,verb,"to protrude, extend, offer",Anh ấy chìa tay ra đỡ.,He extended his hand to help.
1936,cơm,4.55,noun,cooked rice; meal,"Đi ăn cơm thôi, đói quá!","Let's go eat a meal, I'm so hungry!"
1937,cạn,4.55,adjective,shallow; to run out,Nước trong ao đã cạn rồi.,The water in the pond has run out.
1938,frank,4.55,proper noun,Frank (name),Anh Frank là đồng nghiệp của tôi.,Frank is my colleague.
1939,indonesia,4.55,noun,Indonesia (country),Indonesia có nhiều hòn đảo đẹp.,Indonesia has many beautiful islands.
1940,khuyết,4.55,adjective,"lacking, deficient; defect",Bài này còn khuyết điểm.,This essay still has shortcomings.
1941,lau,4.55,verb,"to wipe, to clean",Lau bàn đi con.,"Wipe the table, kid."
1942,lót,4.55,verb,"to line, to pad, to interleave",Lót giày cho đỡ đau chân.,Pad the shoes to reduce foot pain.
1943,lật,4.55,verb,"to flip, to turn over",Lật trang sách đi.,Flip the book page.
1944,ngưng,4.55,verb,"to stop, to cease",Ngưng nói chuyện đi.,Stop talking.
1945,ngợi,4.55,verb,"to praise, to commend",Ai cũng ngợi khen anh ấy.,Everyone praises him.
1946,nhĩ,4.55,noun,"ear (anatomical, formal)",Màng nhĩ anh ấy bị thủng.,His eardrum is perforated.
1947,nhựa,4.55,noun,"plastic, resin, sap",Cái chai này bằng nhựa.,This bottle is made of plastic.
1948,nở,4.55,verb,"to bloom, to expand",Hoa đào đã nở rồi.,The peach blossoms have bloomed.
1949,online,4.55,adjective,connected to the internet,Cậu ấy đang online.,He is currently online.
1950,phổi,4.55,noun,lung,Bác sĩ bảo tôi bị yếu phổi.,The doctor said I have weak lungs.
1951,ranh,4.55,noun,"boundary, border, limit",Đây là ranh giới đất nhà tôi.,This is my property boundary.
1952,sướng,4.55,adjective,"happy, pleasurable, fortunate",Sướng quá đi mất!,So happy/pleasant!
1953,thoảng,4.55,adverb,"fleetingly, vaguely, a whiff",Mùi hoa thoảng qua đây.,The scent of flowers wafted past.
1954,thỏ,4.55,noun,rabbit,Con thỏ này đáng yêu quá.,This rabbit is so cute.
1955,tráng,4.55,verb,"to rinse, to coat, to develop",Tráng qua bát đũa đi.,Rinse the dishes quickly.
1956,v.v,4.55,abbreviation,"et cetera, and so on","Tôi thích ăn cam, táo, v.v.","I like eating oranges, apples, etc."
1957,voi,4.55,noun,elephant,Con voi to vật vã.,The elephant is huge.
1958,vành,4.55,noun,"rim, edge, brim",Cái vành mũ này rộng ghê.,This hat brim is very wide.
1959,william,4.55,proper noun,William (a given name),William là tên một người bạn tôi.,William is the name of a friend of mine.
1960,bưu,4.54,noun,postal (in compounds),Anh ấy làm ở bưu điện.,He works at the post office.
